gene,lable
hsa-miR-5095,1
hsa-miR-5096,1
hsa-miR-510-5p,1
hsa-miR-5100,1
hsa-miR-511-5p,1
hsa-miR-512-5p,1
hsa-miR-513a-5p,1
hsa-miR-513b-5p,1
hsa-miR-513c-5p,1
hsa-miR-514a-5p,1
hsa-miR-514b-5p,1
hsa-miR-515-5p,1
hsa-miR-516a-5p,1
hsa-miR-516b-5p,1
hsa-miR-517-5p,1
hsa-miR-5186,1
hsa-miR-5187-5p,1
hsa-miR-5188,1
hsa-miR-5189-5p,1
hsa-miR-518a-5p,1
hsa-miR-518b,1
hsa-miR-518c-5p,1
hsa-miR-518d-5p,1
hsa-miR-518e-5p,1
hsa-miR-518f-5p,1
hsa-miR-5190,1
hsa-miR-5191,1
hsa-miR-5192,1
hsa-miR-5193,1
hsa-miR-5194,1
hsa-miR-5195-5p,1
hsa-miR-5196-5p,1
hsa-miR-5197-5p,1
hsa-miR-519a-5p,1
hsa-miR-519a-3p,1
hsa-miR-519b-5p,1
hsa-miR-519c-5p,1
hsa-miR-519d-5p,1
hsa-miR-519e-5p,1
hsa-miR-520a-5p,1
hsa-miR-520b,1
hsa-miR-520c-5p,1
hsa-miR-520d-5p,1
hsa-miR-520e,1
hsa-miR-520f-5p,1
hsa-miR-520g-5p,1
hsa-miR-520h,1
hsa-miR-521,1
hsa-miR-522-5p,1
hsa-miR-523-5p,1
hsa-miR-524-5p,1
hsa-miR-525-5p,1
hsa-miR-526a,1
hsa-miR-526b-5p,1
hsa-miR-527,1
hsa-miR-532-5p,1
hsa-miR-539-5p,1
hsa-miR-541-5p,1
hsa-miR-542-5p,1
hsa-miR-543,1
hsa-miR-544a,1
hsa-miR-544b,1
hsa-miR-545-5p,1
hsa-miR-548a-3p,1
hsa-miR-548a-5p,1
hsa-miR-548aa,1
hsa-miR-548ab,1
hsa-miR-548ac,1
hsa-miR-548ad-3p,1
hsa-miR-548ae-3p,1
hsa-miR-548ag,1
hsa-miR-548ah-5p,1
hsa-miR-548ai,1
hsa-miR-548aj-3p,1
hsa-miR-548aj-5p,1
hsa-miR-548ak,1
hsa-miR-548al,1
hsa-miR-548am-5p,1
hsa-miR-548an,1
hsa-miR-548ao-5p,1
hsa-miR-548ap-5p,1
hsa-miR-548aq-5p,1
hsa-miR-548ar-5p,1
hsa-miR-548as-5p,1
hsa-miR-548at-5p,1
hsa-miR-548au-5p,1
hsa-miR-548av-5p,1
hsa-miR-548aw,1
hsa-miR-548ax,1
hsa-miR-548ay-5p,1
hsa-miR-548az-5p,1
hsa-miR-548b-5p,1
hsa-miR-548ba,1
hsa-miR-548c-5p,1
hsa-miR-548d-5p,1
hsa-miR-548e-5p,1
hsa-miR-548f-5p,1
hsa-miR-548f-3p,1
hsa-miR-548g-5p,1
hsa-miR-548h-5p,1
hsa-miR-548i,1
hsa-miR-548j-5p,1
hsa-miR-548k,1
hsa-miR-548l,1
hsa-miR-548m,1
hsa-miR-548n,1
hsa-miR-548o-3p,1
hsa-miR-548o-5p,1
hsa-miR-548p,1
hsa-miR-548q,1
hsa-miR-548s,1
hsa-miR-548t-5p,1
hsa-miR-548u,1
hsa-miR-548v,1
hsa-miR-548w,1
hsa-miR-548x-5p,1
hsa-miR-548x-3p,1
hsa-miR-548y,1
hsa-miR-548z,1
hsa-miR-549a,1
hsa-miR-550a-5p,1
hsa-miR-550a-3-5p,1
hsa-miR-550b-2-5p,1
hsa-miR-551a,1
hsa-miR-551b-5p,1
hsa-miR-552-5p,1
hsa-miR-553,1
hsa-miR-554,1
hsa-miR-555,1
hsa-miR-556-5p,1
hsa-miR-557,1
hsa-miR-5571-5p,1
hsa-miR-5572,1
hsa-miR-5579-5p,1
hsa-miR-558,1
hsa-miR-5580-5p,1
hsa-miR-5581-5p,1
hsa-miR-5582-5p,1
hsa-miR-5583-5p,1
hsa-miR-5584-5p,1
hsa-miR-5585-5p,1
hsa-miR-5586-5p,1
hsa-miR-5587-5p,1
hsa-miR-5588-5p,1
hsa-miR-5589-5p,1
hsa-miR-559,1
hsa-miR-5590-5p,1
hsa-miR-5591-5p,1
hsa-miR-561-5p,1
hsa-miR-562,1
hsa-miR-563,1
hsa-miR-564,1
hsa-miR-566,1
hsa-miR-567,1
hsa-miR-568,1
hsa-miR-5680,1
hsa-miR-5681a,1
hsa-miR-5681b,1
hsa-miR-5682,1
hsa-miR-5683,1
hsa-miR-5684,1
hsa-miR-5685,1
hsa-miR-5687,1
hsa-miR-5688,1
hsa-miR-5689,1
hsa-miR-569,1
hsa-miR-5690,1
hsa-miR-5691,1
hsa-miR-5692a,1
hsa-miR-5692b,1
hsa-miR-5692c,1
hsa-miR-5693,1
hsa-miR-5694,1
hsa-miR-5695,1
hsa-miR-5696,1
hsa-miR-5697,1
hsa-miR-5698,1
hsa-miR-5699-5p,1
hsa-miR-570-5p,1
hsa-miR-5700,1
hsa-miR-5701,1
hsa-miR-5702,1
hsa-miR-5703,1
hsa-miR-5704,1
hsa-miR-5705,1
hsa-miR-5706,1
hsa-miR-5707,1
hsa-miR-5708,1
hsa-miR-571,1
hsa-miR-572,1
hsa-miR-573,1
hsa-miR-5739,1
hsa-miR-574-5p,1
hsa-miR-575,1
hsa-miR-576-5p,1
hsa-miR-577,1
hsa-miR-578,1
hsa-miR-5787,1
hsa-miR-579-5p,1
hsa-miR-580-5p,1
hsa-miR-581,1
hsa-miR-582-5p,1
hsa-miR-583,1
hsa-miR-584-5p,1
hsa-miR-585-5p,1
hsa-miR-586,1
hsa-miR-587,1
hsa-miR-588,1
hsa-miR-589-5p,1
hsa-miR-590-5p,1
hsa-miR-591,1
hsa-miR-592,1
hsa-miR-593-5p,1
hsa-miR-595,1
hsa-miR-596,1
hsa-miR-597-5p,1
hsa-miR-598-5p,1
hsa-miR-599,1
hsa-miR-600,1
hsa-miR-601,1
hsa-miR-602,1
hsa-miR-603,1
hsa-miR-604,1
hsa-miR-605-5p,1
hsa-miR-606,1
hsa-miR-6068,1
hsa-miR-6069,1
hsa-miR-607,1
hsa-miR-6070,1
hsa-miR-6071,1
hsa-miR-6072,1
hsa-miR-6073,1
hsa-miR-6074,1
hsa-miR-6075,1
hsa-miR-6076,1
hsa-miR-6077,1
hsa-miR-6078,1
hsa-miR-6079,1
hsa-miR-608,1
hsa-miR-6080,1
hsa-miR-6081,1
hsa-miR-6082,1
hsa-miR-6083,1
hsa-miR-6084,1
hsa-miR-6085,1
hsa-miR-6086,1
hsa-miR-6087,1
hsa-miR-6088,1
hsa-miR-6089,1
hsa-miR-609,1
hsa-miR-6090,1
hsa-miR-610,1
hsa-miR-611,1
hsa-miR-612,1
hsa-miR-6124,1
hsa-miR-6125,1
hsa-miR-6126,1
hsa-miR-6127,1
hsa-miR-6128,1
hsa-miR-6129,1
hsa-miR-613,1
hsa-miR-6130,1
hsa-miR-6131,1
hsa-miR-6132,1
hsa-miR-6133,1
hsa-miR-6134,1
hsa-miR-614,1
hsa-miR-615-5p,1
hsa-miR-616-5p,1
hsa-miR-6165,1
hsa-miR-617,1
hsa-miR-618,1
hsa-miR-619-5p,1
hsa-miR-620,1
hsa-miR-621,1
hsa-miR-622,1
hsa-miR-623,1
hsa-miR-624-5p,1
hsa-miR-625-5p,1
hsa-miR-626,1
hsa-miR-627-5p,1
hsa-miR-628-5p,1
hsa-miR-629-5p,1
hsa-miR-630,1
hsa-miR-631,1
hsa-miR-632,1
hsa-miR-633,1
hsa-miR-634,1
hsa-miR-635,1
hsa-miR-636,1
hsa-miR-637,1
hsa-miR-638,1
hsa-miR-639,1
hsa-miR-640,1
hsa-miR-641,1
hsa-miR-642a-5p,1
hsa-miR-642b-5p,1
hsa-miR-643,1
hsa-miR-644a,1
hsa-miR-645,1
hsa-miR-646,1
hsa-miR-647,1
hsa-miR-648,1
hsa-miR-649,1
hsa-miR-6499-5p,1
hsa-miR-650,1
hsa-miR-6500-5p,1
hsa-miR-6501-5p,1
hsa-miR-6502-5p,1
hsa-miR-6503-5p,1
hsa-miR-6504-5p,1
hsa-miR-6505-5p,1
hsa-miR-6506-5p,1
hsa-miR-6507-5p,1
hsa-miR-6508-5p,1
hsa-miR-6509-5p,1
hsa-miR-651-5p,1
hsa-miR-6510-5p,1
hsa-miR-6511a-5p,1
hsa-miR-6511b-5p,1
hsa-miR-6512-5p,1
hsa-miR-6513-5p,1
hsa-miR-6514-5p,1
hsa-miR-6515-5p,1
hsa-miR-6516-5p,1
hsa-miR-652-5p,1
hsa-miR-653-5p,1
hsa-miR-654-5p,1
hsa-miR-655-5p,1
hsa-miR-656-5p,1
hsa-miR-657,1
hsa-miR-658,1
hsa-miR-659-5p,1
hsa-miR-660-5p,1
hsa-miR-661,1
hsa-miR-662,1
hsa-miR-663a,1
hsa-miR-663b,1
hsa-miR-664a-5p,1
hsa-miR-664b-5p,1
hsa-miR-665,1
hsa-miR-668-5p,1
hsa-miR-670-5p,1
hsa-miR-671-5p,1
hsa-miR-6715a-3p,1
hsa-miR-6715b-5p,1
hsa-miR-6716-5p,1
hsa-miR-6717-5p,1
hsa-miR-6718-5p,1
hsa-miR-6719-3p,1
hsa-miR-6720-5p,1
hsa-miR-6721-5p,1
hsa-miR-6722-5p,1
hsa-miR-6723-5p,1
hsa-miR-6726-5p,1
hsa-miR-6727-5p,1
hsa-miR-6728-5p,1
hsa-miR-6729-5p,1
hsa-miR-6730-5p,1
hsa-miR-6731-5p,1
hsa-miR-6732-5p,1
hsa-miR-6733-5p,1
hsa-miR-6734-5p,1
hsa-miR-6735-5p,1
hsa-miR-6736-5p,1
hsa-miR-6737-5p,1
hsa-miR-6738-5p,1
hsa-miR-6739-5p,1
hsa-miR-6740-5p,1
hsa-miR-6741-5p,1
hsa-miR-6742-5p,1
hsa-miR-6743-5p,1
hsa-miR-6744-5p,1
hsa-miR-6745,1
hsa-miR-6746-5p,1
hsa-miR-6747-5p,1
hsa-miR-6748-5p,1
hsa-miR-6749-5p,1
hsa-miR-675-5p,1
hsa-miR-6750-5p,1
hsa-miR-6751-5p,1
hsa-miR-6752-5p,1
hsa-miR-6753-5p,1
hsa-miR-6754-5p,1
hsa-miR-6755-5p,1
hsa-miR-6756-5p,1
hsa-miR-6757-5p,1
hsa-miR-6758-5p,1
hsa-miR-6759-5p,1
hsa-miR-676-5p,1
hsa-miR-6760-5p,1
hsa-miR-6761-5p,1
hsa-miR-6762-5p,1
hsa-miR-6763-5p,1
hsa-miR-6764-5p,1
hsa-miR-6765-5p,1
hsa-miR-6766-5p,1
hsa-miR-6767-5p,1
hsa-miR-6768-5p,1
hsa-miR-6769a-5p,1
hsa-miR-6769b-5p,1
hsa-miR-6770-5p,1
hsa-miR-6771-5p,1
hsa-miR-6772-5p,1
hsa-miR-6773-5p,1
hsa-miR-6774-5p,1
hsa-miR-6775-5p,1
hsa-miR-6776-5p,1
hsa-miR-6777-5p,1
hsa-miR-6778-5p,1
hsa-miR-6779-5p,1
hsa-miR-6780a-5p,1
hsa-miR-6780b-5p,1
hsa-miR-6781-5p,1
hsa-miR-6782-5p,1
hsa-miR-6783-5p,1
hsa-miR-6784-5p,1
hsa-miR-6785-5p,1
hsa-miR-6786-5p,1
hsa-miR-6787-5p,1
hsa-miR-6788-5p,1
hsa-miR-6789-5p,1
hsa-miR-6790-5p,1
hsa-miR-6791-5p,1
hsa-miR-6792-5p,1
hsa-miR-6793-5p,1
hsa-miR-6794-5p,1
hsa-miR-6795-5p,1
hsa-miR-6796-5p,1
hsa-miR-6797-5p,1
hsa-miR-6798-5p,1
hsa-miR-6799-5p,1
hsa-miR-6800-5p,1
hsa-miR-6801-5p,1
hsa-miR-6802-5p,1
hsa-miR-6803-5p,1
hsa-miR-6804-5p,1
hsa-miR-6805-5p,1
hsa-miR-6806-5p,1
hsa-miR-6807-5p,1
hsa-miR-6808-5p,1
hsa-miR-6809-5p,1
hsa-miR-6810-5p,1
hsa-miR-6811-5p,1
hsa-miR-6812-5p,1
hsa-miR-6813-5p,1
hsa-miR-6814-5p,1
hsa-miR-6815-5p,1
hsa-miR-6816-5p,1
hsa-miR-6817-5p,1
hsa-miR-6818-5p,1
hsa-miR-6819-5p,1
hsa-miR-6820-5p,1
hsa-miR-6821-5p,1
hsa-miR-6822-5p,1
hsa-miR-6823-5p,1
hsa-miR-6824-5p,1
hsa-miR-6825-5p,1
hsa-miR-6826-5p,1
hsa-miR-6827-5p,1
hsa-miR-6828-5p,1
hsa-miR-6829-5p,1
hsa-miR-6830-5p,1
hsa-miR-6831-5p,1
hsa-miR-6832-5p,1
hsa-miR-6833-5p,1
hsa-miR-6834-5p,1
hsa-miR-6835-5p,1
hsa-miR-6836-5p,1
hsa-miR-6837-5p,1
hsa-miR-6838-5p,1
hsa-miR-6839-5p,1
hsa-miR-6840-5p,1
hsa-miR-6841-5p,1
hsa-miR-6842-5p,1
hsa-miR-6843-3p,1
hsa-miR-6844,1
hsa-miR-6845-5p,1
hsa-miR-6846-5p,1
hsa-miR-6847-5p,1
hsa-miR-6848-5p,1
hsa-miR-6849-5p,1
hsa-miR-6850-5p,1
hsa-miR-6851-5p,1
hsa-miR-6852-5p,1
hsa-miR-6853-5p,1
hsa-miR-6854-5p,1
hsa-miR-6855-5p,1
hsa-miR-6856-5p,1
hsa-miR-6857-5p,1
hsa-miR-6858-5p,1
hsa-miR-6859-5p,1
hsa-miR-6860,1
hsa-miR-6861-5p,1
hsa-miR-6862-5p,1
hsa-miR-6863,1
hsa-miR-6864-5p,1
hsa-miR-6865-5p,1
hsa-miR-6866-5p,1
hsa-miR-6867-5p,1
hsa-miR-6868-5p,1
hsa-miR-6869-5p,1
hsa-miR-6870-5p,1
hsa-miR-6871-5p,1
hsa-miR-6872-5p,1
hsa-miR-6873-5p,1
hsa-miR-6874-5p,1
hsa-miR-6875-5p,1
hsa-miR-6876-5p,1
hsa-miR-6877-5p,1
hsa-miR-6878-5p,1
hsa-miR-6879-5p,1
hsa-miR-6880-5p,1
hsa-miR-6881-5p,1
hsa-miR-6882-5p,1
hsa-miR-6883-5p,1
hsa-miR-6884-5p,1
hsa-miR-6885-5p,1
hsa-miR-6886-5p,1
hsa-miR-6887-5p,1
hsa-miR-6888-5p,1
hsa-miR-6889-5p,1
hsa-miR-6890-5p,1
hsa-miR-6891-5p,1
hsa-miR-6892-5p,1
hsa-miR-6893-5p,1
hsa-miR-6894-5p,1
hsa-miR-6895-5p,1
hsa-miR-7-5p,1
hsa-miR-708-5p,1
hsa-miR-7106-5p,1
hsa-miR-7107-5p,1
hsa-miR-7108-5p,1
hsa-miR-7109-5p,1
hsa-miR-711,1
hsa-miR-7110-5p,1
hsa-miR-7111-5p,1
hsa-miR-7112-5p,1
hsa-miR-7113-5p,1
hsa-miR-7114-5p,1
hsa-miR-7150,1
hsa-miR-7151-5p,1
hsa-miR-7152-5p,1
hsa-miR-7153-5p,1
hsa-miR-7154-5p,1
hsa-miR-7155-5p,1
hsa-miR-7156-5p,1
hsa-miR-7157-5p,1
hsa-miR-7158-5p,1
hsa-miR-7159-5p,1
hsa-miR-7160-5p,1
hsa-miR-7161-5p,1
hsa-miR-7162-5p,1
hsa-miR-718,1
hsa-miR-744-5p,1
hsa-miR-7515,1
hsa-miR-758-5p,1
hsa-miR-759,1
hsa-miR-760,1
hsa-miR-761,1
hsa-miR-762,1
hsa-miR-764,1
hsa-miR-7641,1
hsa-miR-765,1
hsa-miR-766-5p,1
hsa-miR-767-5p,1
hsa-miR-769-5p,1
hsa-miR-770-5p,1
hsa-miR-7702,1
hsa-miR-7703,1
hsa-miR-7704,1
hsa-miR-7705,1
hsa-miR-7706,1
hsa-miR-7843-5p,1
hsa-miR-7844-5p,1
hsa-miR-7845-5p,1
hsa-miR-7846-3p,1
hsa-miR-7847-3p,1
hsa-miR-7848-3p,1
hsa-miR-7849-3p,1
hsa-miR-7850-5p,1
hsa-miR-7851-3p,1
hsa-miR-7852-3p,1
hsa-miR-7853-5p,1
hsa-miR-7854-3p,1
hsa-miR-7855-5p,1
hsa-miR-7856-5p,1
hsa-miR-7973,1
hsa-miR-7974,1
hsa-miR-7975,1
hsa-miR-7976,1
hsa-miR-7977,1
hsa-miR-7978,1
hsa-miR-802,1
hsa-miR-8052,1
hsa-miR-8053,1
hsa-miR-8054,1
hsa-miR-8055,1
hsa-miR-8056,1
hsa-miR-8057,1
hsa-miR-8058,1
hsa-miR-8059,1
hsa-miR-8060,1
hsa-miR-8061,1
hsa-miR-8062,1
hsa-miR-8063,1
hsa-miR-8064,1
hsa-miR-8065,1
hsa-miR-8066,1
hsa-miR-8067,1
hsa-miR-8068,1
hsa-miR-8069,1
hsa-miR-8070,1
hsa-miR-8071,1
hsa-miR-8072,1
hsa-miR-8073,1
hsa-miR-8074,1
hsa-miR-8075,1
hsa-miR-8076,1
hsa-miR-8077,1
hsa-miR-8078,1
hsa-miR-8079,1
hsa-miR-8080,1
hsa-miR-8081,1
hsa-miR-8082,1
hsa-miR-8083,1
hsa-miR-8084,1
hsa-miR-8085,1
hsa-miR-8086,1
hsa-miR-8087,1
hsa-miR-8088,1
hsa-miR-8089,1
hsa-miR-873-5p,1
hsa-miR-874-5p,1
hsa-miR-875-5p,1
hsa-miR-876-5p,1
hsa-miR-877-5p,1
hsa-miR-885-5p,1
hsa-miR-887-5p,1
hsa-miR-888-5p,1
hsa-miR-889-5p,1
hsa-miR-890,1
hsa-miR-891a-5p,1
hsa-miR-891b,1
hsa-miR-892a,1
hsa-miR-892b,1
hsa-miR-892c-5p,1
hsa-miR-9-5p,1
hsa-miR-920,1
hsa-miR-921,1
hsa-miR-922,1
hsa-miR-924,1
hsa-miR-92a-1-5p,1
hsa-miR-92a-2-5p,1
hsa-miR-92b-5p,1
hsa-miR-93-5p,1
hsa-miR-933,1
hsa-miR-934,1
hsa-miR-935,1
hsa-miR-936,1
hsa-miR-937-5p,1
hsa-miR-938,1
hsa-miR-939-5p,1
hsa-miR-940,1
hsa-miR-941,1
hsa-miR-942-5p,1
hsa-miR-943,1
hsa-miR-944,1
hsa-miR-95-5p,1
hsa-miR-96-5p,1
hsa-miR-98-5p,1
hsa-miR-99a-5p,1
hsa-miR-99b-5p,1
MAST2,0
RAB22A,0
TRAP1,0
BMPR2,0
FYN,2
PARD6B,0
CHUK,2
TRAF2,0
PNRC1,0
GUCA1B,0
FGF4,0
GADD45G,0
KDR,0
LDLRAP1,0
PRKCB,0
MDM2,2
KIT,0
MAPK1,0
TRAF1,0
CA12,0
NFASC,0
NUDT21,2
UBE2I,2
KCTD13,0
BMX,0
USP33,0
LCK,0
PTPRS,0
SIN3A,0
EIF6,0
ATP5A1,2
ITGB1BP1,0
KIAA1377,0
GGA2,0
CNR2,0
RBBP4,2
TNFRSF10A,0
CASP8,0
BAZ1A,0
HSH2D,0
WNT1,0
FLNA,2
EP300,0
UTP14A,0
PUF60,0
ABL1,0
TFG,0
SPOP,0
GAPDH,0
CCL5,0
P2RY2,0
SELL,0
ACTA1,0
MCAM,0
SUV39H2,0
CDC25B,0
SSBP4,0
FN1,0
CRMP1,2
SUMO4,0
PELP1,0
EIF2AK2,0
UBQLN4,0
ACTN4,0
ACVR2B,2
RALYL,0
PSEN1,0
SEPT5,0
MAPK14,0
GSK3B,2
RNF2,0
IFNGR2,0
TLR3,0
SLC2A1,0
ZMYND19,0
PTPN4,0
PPP1R9B,2
ING2,0
DVL1,2
PLSCR1,2
DAB1,0
SSTR1,0
KCNK3,0
BMPR1B,0
PDCD10,0
PRKCG,0
CLTCL1,0
MMP7,0
UNC119,2
BEND5,0
WWTR1,0
STK11,0
ALK,2
APOB,0
TTR,0
TUBA4A,2
CTNNBL1,0
MARK4,0
RAN,0
NOMO1,0
HSP90AA1,2
NDUFS7,0
XRCC6,2
MSN,0
KAT2B,2
NRIP1,2
PAK2,2
TFPI2,0
EEF1A1,2
COL3A1,0
F11R,0
TAC1,0
AMOTL2,2
SUMO3,0
NDOR1,0
TNFRSF11A,0
C3AR1,2
PTPN6,0
CCDC85B,2
C8orf33,2
LMNB1,0
CAMK2A,2
ANXA7,0
EZR,0
SEMA4F,0
GLP2R,0
PPP1R9A,2
GABRA1,0
MAP2K4,0
RB1,0
BCL2,2
S1PR1,0
WIPF1,2
TGFBR1,2
ATM,2
AMPH,2
YWHAG,2
YWHAB,2
TOPBP1,0
IMPA2,0
SH3BP5,0
CTSS,0
TNFRSF17,0
MSH2,0
RBBP7,2
MDFI,2
CTDP1,0
SUMO1,2
RGS4,0
CALM3,0
MAP3K7,0
GJA3,0
HDAC1,0
SDC4,0
FFAR1,0
PRKDC,0
MAPT,0
IPO13,0
RPSA,0
PDGFRB,0
CTNND1,0
ROBO1,0
MGMT,0
TAF1C,0
PTK2B,0
CDH5,0
DOK1,0
ZAP70,0
VASP,0
ARR3,0
PTPN12,0
PPP2R1A,0
ACTB,2
TOM1L1,2
AKAP11,2
ATXN1,2
ARHGAP1,2
L1CAM,2
RBM12,0
PAK7,0
PSMA1,0
TUBB2A,0
IFNAR1,0
RHOQ,0
LILRB1,0
RAB11FIP2,0
TJP1,0
IMMT,2
SET,2
VIPR2,0
PPP1CC,2
SYK,2
SERPINB9,2
C3,0
SYTL4,0
CDK9,0
PAPPA2,0
TK1,2
C1D,0
PMCH,0
TSPYL2,0
FCGR3A,0
STUB1,0
KCNJ11,0
PTMA,0
HBA1,0
CAV1,0
RAB5B,0
ITGB4,0
MRFAP1,0
SOSTDC1,0
TXNIP,0
GRM5,0
PRKAA1,0
PTPRJ,0
PRKCA,2
EDA,0
ARHGEF1,0
MET,0
SRC,2
SCMH1,0
CTNNB1,2
ARRB1,2
HRAS,2
PRKAR2B,0
ITGA2,0
GNB1,0
LAMA4,2
RAF1,0
MAP2K7,0
RASA1,2
SH3GL1,2
MAPK8IP2,0
MAP3K10,0
CSNK2A1,2
NRP2,0
NTRK2,0
RPL10,0
PDLIM7,0
PTN,0
ACE2,0
ERBB2,0
SYNJ1,0
GNB2L1,0
IL4R,0
SPP1,0
MUC1,0
RAB11A,0
TNNT1,0
SNRPD3,0
EHMT2,0
FHL3,2
PRKAR1A,2
EDN1,2
SQSTM1,2
CD82,0
GRB2,2
SPTBN4,0
SMURF2,2
NOTCH1,2
S100B,0
YWHAZ,2
PSME3,0
IL1R1,0
YWHAQ,2
GRM7,0
FGF7,0
TNFRSF14,0
SPRY2,0
PTK2,2
BTK,0
TNPO1,0
MTIF2,0
EGFR,0
HDAC9,0
ADORA2A,2
GMFB,0
MAP1B,0
PIGR,0
DMD,0
GTF3C1,0
PIP4K2A,2
TRIM24,2
NGFR,0
PKMYT1,0
TSHR,0
BMP1,0
EIF2S2,0
EPB41,0
UBB,0
AXIN1,2
GNAO1,0
DNM1,0
CALM1,0
ITSN2,0
CSNK1E,2
BTRC,2
BRCA2,0
ZZEF1,0
MAD2L1,0
GADD45A,0
RHOA,2
GAD2,0
MAP4K2,0
SHC1,2
ACP5,0
AGAP1,2
JAK2,2
LIPE,0
MCF2,0
MAPK3,2
BARD1,0
IRAK1,0
LENG1,0
KPNB1,2
PPP2CA,0
ECH1,0
RBL1,2
RFC1,0
MAGED1,0
PTPN13,0
PLK1,0
TNFRSF8,0
PAK1,2
PRLR,0
PER3,2
PTPN11,0
CD36,0
EIF2AK1,0
CBL,0
TFPI,0
CASP7,0
PRMT2,0
NCL,2
C11orf49,0
AMFR,2
HNRNPC,0
PIK3R1,0
MASP1,2
FHL1,0
ADORA2B,2
GNAQ,2
KRTAP4-12,0
KCNK9,0
SHANK1,2
CIRBP,0
THOC7,0
RPS6KB1,0
DCTN1,0
EEF1G,0
PSMF1,0
HLA-B,0
RNF138,0
ABI1,0
IGFBP4,0
TXN,0
HRK,0
NEDD4,2
NPFF,0
PDK2,0
CARM1,0
PTPRZ1,0
MAPK8,0
DKC1,0
SUV39H1,0
POLA1,0
HK2,0
CD47,0
PSMA7,0
HSPB1,0
PHC2,0
TACC3,2
GTF2B,0
SNW1,0
ATN1,0
GIT1,2
DLG3,0
PSMD11,0
RASIP1,0
DOK4,0
C14orf1,2
ADRB2,2
RGS7,0
PLA2G4A,0
HIST3H3,0
EFNB2,0
EWSR1,0
MAPK7,0
LTBR,0
LRP1,2
TGFBR2,2
WASF3,0
ROCK1,0
EFEMP2,2
GNAI3,0
TAF1D,0
RANGAP1,0
AURKB,0
CCNA2,0
PTGER2,0
CSNK2A2,2
PDGFB,2
ITSN1,0
EXOSC6,0
CXCR4,0
GNAI1,0
PXN,0
SUFU,0
CASP2,0
HCLS1,0
TBC1D1,0
BAK1,2
GZMB,0
HDAC2,0
NPY5R,0
GHR,0
LMNA,2
SYT17,0
EPHA2,0
MINK1,2
LRP3,0
MYO15B,0
FKBP3,0
TGM2,0
HLA-C,0
CASP3,2
LSM7,0
FZD5,0
COL13A1,0
OPRK1,0
PRKCD,2
CCND1,2
DAP3,0
PPBP,0
MYD88,0
PTPRM,0
BCL2L1,2
GNA12,2
CASK,0
ACTN2,2
IGSF1,2
SST,0
IRS2,0
TRAF4,0
CCNK,2
OLFM2,0
PDCD5,0
ACVR1,2
ACTL6A,2
CTSD,0
RPS6KA3,0
CDC42,2
FADD,2
SMC3,0
UCP2,0
AMBP,2
GBP2,0
CTR9,0
RET,0
UBA52,0
SERPINA5,0
CCR5,0
LSM3,0
PARD6A,0
RAC1,0
HMOX2,2
APOA1,0
HDAC5,2
DTX2,0
HDGFRP3,0
TCEB2,0
RABIF,0
DAPK3,0
MRPL37,0
ERN1,0
HMGB1,2
MCM2,0
MAP1LC3B,2
ATP6V1E1,2
AKT1,0
COPS5,0
MARK2,0
POLDIP2,0
GRN,0
HTT,2
SNRNP40,0
RAG1,0
DAP,0
HNRNPA0,0
VWF,0
RXFP1,0
PDE4DIP,0
PLCG1,2
SH3KBP1,2
CNTFR,0
EMD,2
INVS,0
TNFSF11,2
TIRAP,2
STAMBPL1,0
FLNC,2
PA2G4,0
AGFG1,2
VIM,2
TSPAN4,0
NIN,0
EID1,0
SOCS1,0
GFRA1,0
OPRD1,0
HSPD1,0
PIM1,0
RPS6KA1,2
AKAP8L,2
EPHB1,0
F2R,0
DBI,0
ITK,0
FEZ1,0
HSPA1A,2
EIF4E2,0
GPR183,0
RASGRF1,0
COL1A1,0
CNTNAP1,0
ACTR2,2
TNFRSF10B,0
CRP,2
RALGDS,2
EXOC8,0
DDX24,0
MAPKAPK3,0
SAP30,0
ARHGEF12,0
PRKACA,0
ATF7IP,0
CDC20,0
PFDN1,2
PPIA,0
BTG1,0
TNFRSF1A,0
TUBA1B,0
SDPR,0
PARD3,0
ITGB1,0
FLII,0
TBC1D5,0
PRPH2,0
POLR2D,2
JAK1,0
REPS2,0
CDH1,2
DDR1,0
FGG,0
MAPK8IP3,0
WWP1,0
PTPRC,0
BIRC2,0
NEK6,0
EIF4B,0
TBC1D4,0
NTRK1,0
CCR9,0
PDZK1,0
IL1RL1,0
UBE2E3,2
MDK,0
PSMC5,0
SAA1,0
KRT8,0
NRXN1,0
CACYBP,0
TRAF6,0
CCDC130,0
NMT1,0
IER3IP1,0
GPRASP1,2
ACLY,0
CSNK2B,2
IL1RAP,0
SRGN,0
RCAN1,0
LRRC4C,0
GLUL,0
SKIV2L2,0
GPS1,0
ADRA2A,0
SFN,0
ABR,0
EDA2R,0
MAPK10,0
GABRR2,0
STXBP3,0
PARK2,0
PTH1R,0
TNFRSF12A,0
TMSB4Y,0
YLPM1,0
LEP,0
SUMO2,0
HSP90AB1,2
SF3B1,0
SPTBN1,0
APPL2,0
FLAD1,0
ADAM19,2
CUL3,0
PLXNB2,0
PAN2,0
H3F3A,2
CUTC,0
CALR,2
CSPG4,0
BCL2L11,0
CNOT7,0
ANAPC7,2
PSME1,0
DDX3X,0
SH3BP2,0
CD93,0
TUBA1A,0
BMP5,0
NLGN3,0
